Artist,Song,SongID,Popularity,Lyrics,href,lyricurl
Drake,Rich Flex,1bDbXMyjaUIooNwFE9wn0N,96,"(6ix)Put a nigga in the chicken wing21, can you do somethin' for me? (21)Can you hit a lil' rich flex for me? (21)And 21, can you do somethin' for me? (21, 21)Drop some bars to my pussy ex for meThen 21 (21), can you do somethin' for me? (Yeah)Can you talk to the opps necks for me? (Okay)21, do your thing 21, do your thing (21)Do your thing, 21, do your thingNever send a bitch your dot, that's how you get shotI DM in Vanish ModeTook her panties off and this bitch thicker than the plotI'm a savage (21)Smack her booty in Magic (21, 21)I'll slap a pussy nigga with a ratchet (Pussy)It's a Slaughter Gang CEOI got dick for you if I'm not workin', girlIf I'm busy then fuck noYou need to find you someone else to callWhen your bank account get low, you need to find you someoneAyy, ayy, ayy, ayy, ayyI'm on that Slaughter Gang shit, ayy, murder gang shitAyy, Slaughter Gang shit, ayy, murder gang shit, ayySticks and stones, chrome on chromeThat's just what a nigga onInternet clones, got 'em kissin' through the phoneNan' nigga seein' me, I'm Young Money CMBI used to roll with CMG, the house is not a BNBThe bad bitches waitin' on a nigga like I'm PNDI'm steady pushin' P, you niggas pushing PTSDI told her ass to kiss me in the club, fuck a TMZWe revvin' up and goin' on a run like we DMCYou rappers love askin' if I fucked, when you know we didWhen you know we didShe came in heels but she left out on her cozy shitAyy, I'm livin every twenty-four like Kobe didShoutout to the 6ix, R.I.P to 8Swear this shit is gettin' ate, I'm on ten for the cakeGet a lot of love from twelve, but I don't reciprocateFifty-one division stay patrollin' when it's late21 my addy, so the knife is on the gateNiggas see Drake and they underestimateTake it from a vet', that's a rookie ass mistake, ayySlaughter Gang shit, ayy, murder gang shitAyy, Slaughter Gang shit, ayy, murder gang shitAyy, Slaughter Gang shit, ayy, murder gang shit",https://api.spotify.com/v1/tracks/1bDbXMyjaUIooNwFE9wn0N,https://genius.com/Drake-and-21-savage-rich-flex-lyrics
Nicky Youre,Sunroof,4h4QlmocP3IuwYEj2j14p8,90,,https://api.spotify.com/v1/tracks/4h4QlmocP3IuwYEj2j14p8,https://genius.com/Spotify-new-music-friday-11-27-21-annotated
Nicki Minaj,Super Freaky Girl,4C6Uex2ILwJi9sZXRdmqXp,87,"She's alrightThat girl’s alright with me, yeahI can lick it, I can ride it while you slippin' and slidin'I can do all them little tricks and keep the dick up inside itI can lick it, I can ride it while you slippin' and slidin’I can do all them little tricks and keep the dick up inside it'Cause, what the fuck? This ain't Chanel, nigga, custom down?Like, what the fuck? This ain’t Burberry, custom brownHe said ""Could you throw it back while you touch the ground?""Then he said ""Do that pussy purr?"" I said ""Yup, meow""Keep these bitches on they toes like ManoloBe on the lookout when I come through, BOLOMade him say ""Uh,"" just ask Master P (Let's go)Ball so hard, I just took a knee (Let's go)Get me rocky ASAP, nigga, word to RihSome gyal a freak, gyal a freakGyal a freak, freak, freak, freakI can lick it, I can ride it while you slippin' and slidin'I can do all them little tricks and keep the dick up inside it",https://api.spotify.com/v1/tracks/4C6Uex2ILwJi9sZXRdmqXp,https://genius.com/Nicki-minaj-super-freaky-girl-lyrics
The Weeknd,Die For You,2Ch7LmS7r2Gy2kc64wv3Bz,90,"I'm findin' ways to articulate the feelin' I'm goin' throughI just can't say I don't love you (Yeah)'Cause I love you, yeahIt's hard for me to communicate the thoughts that I holdBut tonight, I'm gon' let you knowLet me tell the truthBaby, let me tell the truth, yeahYou know what I'm thinkin', see it in your eyesYou hate that you want me, hate it when you cryYou're scared to be lonely, 'specially in the nightI try to find a reason to pull us apartIt ain't workin' 'cause you're perfectAnd I know that you're worth itI can't walk away, oh[Chorus]Even though we're goin' through itAnd it makes you feel aloneJust know that I would die for youBaby, I would die for you, yeahThe distance and the time between usIt'll never change my mind 'causeBaby, I would die for youBaby, I would die for you, yeah (Say)I'm findin' ways to manipulate the feelin' you're goin' throughBut, baby girl, I'm not blamin' youJust don't blame me, too, yeah'Cause I can't take this pain foreverAnd you won't find no one that's better'Cause I'm right for you, babeI think I'm right for you, babeYou know what I'm thinkin', see it in your eyesYou hate that you want me, hate it when you cryIt ain't workin' 'cause you're perfectAnd I know that you're worth itI can't walk away, oh[Chorus]Even though we're goin' through itAnd it makes you feel aloneJust know that I would die for youBaby, I would die for you, yeahThe distance and the time between usIt'll never change my mind 'causeBaby, I would die for you, uhBaby, I would die for you, yeah[Chorus]Even though we're goin' through itAnd it makes you feel aloneJust know that I would die for youBaby, I would die for you, yeahThe distance and the time between usIt'll never change my mind 'causeBaby, I would die for youBaby, I would die for you, yeah (Oh, babe)",https://api.spotify.com/v1/tracks/2Ch7LmS7r2Gy2kc64wv3Bz,https://genius.com/The-weeknd-die-for-you-lyrics
Camila Cabello,Bam Bam (feat. Ed Sheeran),3lDSWvR0FXWGXo7mhDUs3v,71,,https://api.spotify.com/v1/tracks/3lDSWvR0FXWGXo7mhDUs3v,https://genius.com/Spotify-new-music-friday-03-04-22-lyrics
Jack Harlow,First Class,0wHFktze2PHC5jDt3B17DC,86,"[Chorus: Jack Harlow & Fergie]I been a (G), throw up the (L), sex in the (A.M.), uh-huh(O-R-O-U-S, yeah)And I can put you in (First class, up in the sky)I can put you in (First class, up in the s—, up-up in the s—)I been a (G), throw up the (L), sex in the (A.M.), uh-huh(O-R-O-U-S, yeah)And I can put you in (First class, up in the sky), mm, mmI can put you in (First class, up in the s—, up-up in the s—)I can see the whole city from this balconyBack in 2019, I was outside freely, but now they got it out for meI don't care what frat that you was in, you can't alpha me, keep dreamin'Pineapple juice, I give her sweet, sweet, sweet semenI know what they like so I just keep cheesin'Hard drive full of heat seekin'Tryna come the same day as Jack? Rethink itUh, I got plaques in thе mail, peak seasonShout out to my UPS workers makin' surе I receive 'emYou can do it too, believe it[Chorus: Jack Harlow & Fergie]I been a (G), throw up the (L), sex in the (A.M.), uh-huh(O-R-O-U-S, yeah)And I can put you in (First class, up in the sky), mm, mmI can put you in (First class, up in the s—, up-up in the s—)(Are you ready?) Ha, yes, I amThey say, ""You a superstar now,"" damn, I guess I amOkay, cool, you on Sunset?Can't lie, I'm on Angus, Cloud 9I got 'em on the bandwagon now, 'bout time[Chorus: Jack Harlow & Fergie]I been a (G), throw up the (L), sex in the (A.M.), uh-huh(O-R-O-U-S, yeah)And I can put you in (First class, up in the sky)I can put you in (First class, up in the s—, up-up in the s—)I been a (G), throw up the (L), sex in the (A.M.), uh-huh(O-R-O-U-S, yeah)And I can put you in (First class, up in the sky), mm, mmI can put you in (First class)",https://api.spotify.com/v1/tracks/0wHFktze2PHC5jDt3B17DC,https://genius.com/Jack-harlow-first-class-lyrics
Beyoncé,CUFF IT,1xzi1Jcr7mEi9K2RfzLOqS,93,"Come and cuff it, cuff it, cuff it, cuff it, baby(Party people, roll up)",https://api.spotify.com/v1/tracks/1xzi1Jcr7mEi9K2RfzLOqS,https://genius.com/Beyonce-cuff-it-lyrics
Devon Cole,W.I.T.C.H.,5XemvyG79fcKPl5lgbhplq,73,"Rumor on the street is that her apples are deliciouswickedAnd she don't wanna be anybody elseShe's a woman in total control of herselfIt's such a wonder to be under her spellWhat a woman in total control of herselfVillainous, kitty queen, she's got tricks up her sleeve""Am I bad to the bonе, 'cause I get what I want?""Mama said it ain't no crimewoman in total control of herselfTell me why you so scared of a woman in charge?Baby don't run, you're breakin' my heartTell me why you so scared of a woman in charge?",https://api.spotify.com/v1/tracks/5XemvyG79fcKPl5lgbhplq,https://genius.com/Devon-cole-witch-lyrics
Quavo,HOTEL LOBBY (Unc & Phew),4vVjPTApwXZwB2H3mBq3ml,82,"Hop off a sixteen passengerThis a G5, no, this not a Challenger (Big one)It's crowded, diamonds be dancin' like Bobby (They dancin')",https://api.spotify.com/v1/tracks/4vVjPTApwXZwB2H3mBq3ml,https://genius.com/Quavo-and-takeoff-hotel-lobby-unc-and-phew-lyrics
Oxlade,KU LO SA (with Camila Cabello),0HihDC6qQ8MChAhjfW3gMU,76,,https://api.spotify.com/v1/tracks/0HihDC6qQ8MChAhjfW3gMU,https://genius.com/Spotify-new-music-friday-12-09-22-annotated
Sean Paul,Light My Fire (feat. Gwen Stefani & Shenseea),0D85y6hjCaHRjeB4VEXqPy,59,,https://api.spotify.com/v1/tracks/0D85y6hjCaHRjeB4VEXqPy,https://genius.com/8-bit-arcade-light-my-fire-8-bit-sean-paul-gwen-stefani-and-shenseea-emulation-lyrics
BLACKPINK,Shut Down,0ARKW62l9uWIDYMZTUmJHF,83,"BLACKPINK in your area, eh-ohBLACKPINK in your area, eh-oh컴백이 아냐 떠난 적 없으니까짖어봐 네 목에 목줄은 내 거니까땅바닥에 닿은 pedal, we go two-zero-fivePraying for my downfall, many have tried, babyIt's black and it's pink once the sun downBunch of wannabes that wanna be meMe three, if I was youNeed a lesson, see the necklace, see these dressesWe don't buy it, wе request it, uhKeep talkin', we shut you down",https://api.spotify.com/v1/tracks/0ARKW62l9uWIDYMZTUmJHF,https://genius.com/Blackpink-shut-down-lyrics
The Kid LAROI,Thousand Miles,1r8ZCjfrQxoy2wVaBUbpwg,80,"I know that look on your faceYou comin' my way, you're comin' my way tonightHere goes another mistake I know I'm gon' makeI know I'm gon' make tonight, ohAnd I will never changeI couldn't even if I wanted to for you, oh, oh, ohIf I was you, if I was youThen I would stay a thousand miles away, ayy(A thousand miles away, ayy, yeah)Tryna block you out but you're invading my thoughtsWish I could give you everything that you want, but I won't, noOh, I wish I let it go, you're bеtter off aloneAnd I will never change (I will never)I couldn't even if I wanted to for you, oh, oh, ohThen I would stay a thousand miles awayI know that look on your faceYou comin' my way, you're comin' my way tonightHere goes another mistake I know I'm gon' makeI know I'm gon' make tonightAnd I will never changeI couldn't even if I wanted to for you, oh, oh, ohThen I would stay a thousand miles away, ayy",https://api.spotify.com/v1/tracks/1r8ZCjfrQxoy2wVaBUbpwg,https://genius.com/The-kid-laroi-thousand-miles-lyrics
Lil Uzi Vert,Just Wanna Rock,4FyesJzVpA39hbYvcseO2d,93,"(MC, make another hit) WoahThis ain't what you want (Project-Project X)Stand on my money, don’t know my size (Shake it-shake it)(MC, make another hit) Woah(Project-Project X)",https://api.spotify.com/v1/tracks/4FyesJzVpA39hbYvcseO2d,https://genius.com/Lil-uzi-vert-just-wanna-rock-lyrics
Shawn Mendes,When You're Gone,0U1W2LZVUX7qTm7dDpqxh6,81,"You never know how good you have it, oh-ohUntil you're starin' at a picture of the only girl that matters, ah-ahI don't wanna know what it's like when you're goneI don't wanna know what it's like when you're gone for goodI didn't know that loving you was the happiest I've ever beenI need to learn how to cope without youI'm tryna protect myself but only you know how to, yeahI don't wanna know what it's like when you'rе goneI don't wanna know what it's like whеn you're gone for goodI didn't know that loving you was the happiest I've ever been[Bridge]I don't wanna know what it's like when you're goneI don't wanna know what it's like when you're gone for goodI didn't know that loving you was the happiest I've ever been (Oh, I've ever been)",https://api.spotify.com/v1/tracks/0U1W2LZVUX7qTm7dDpqxh6,https://genius.com/Shawn-mendes-when-youre-gone-lyrics
Drake,Massive,0oiv4E896TUTTeQU0cmIui,73,,https://api.spotify.com/v1/tracks/0oiv4E896TUTTeQU0cmIui,https://genius.com/Drake-massive-lyrics
Justin Bieber,Ghost,6I3mqTwhRpn34SLVafSH7G,88,,https://api.spotify.com/v1/tracks/6I3mqTwhRpn34SLVafSH7G,https://genius.com/Justin-bieber-ghost-lyrics
Burna Boy,Last Last,2PDgArI0p7UkeYgXWuqpmh,76,"E don cast, last last, na everybody go chop breakfastShe manipulate my love oI no holy and I no denge pose like Baba FryoMy eye o don cry oI need Igbo and shayo (Shayo)I need Igbo and shayo (Shayo)I need Igbo and shayo (Shayo)I need Igbo and shayo (Shayo)Shayo (Shayo) shayo (shayo)I need Igbo and shayo (Shayo)I need Igbo and shayo (Shayo)I need Igbo and shayo (Shayo)Shayo (Shayo) shayo (Shayo shayo)I dey Port Harcourt when dem kill SobomaMy feelings been dey swing like jangolovaFeelings been dey swing like jangolovaNow you crash your Ferrari for Lekki, BurnaNa small thing remain, it could have been all overMy feelings still dey swing like jangolovaTi n ba ni kе juru, e juruOmo why to’o ki nfe ni suru?I need Igbo and shayo (Shayo)I need Igbo and shayo (Shayo)I need Igbo and shayo (Shayo)I need Igbo and shayo (Shayo)Shayo (Shayo) shayo (Shayo shayo)I need Igbo and shayo (Shayo)I need Igbo and shayo (Shayo)I need Igbo and shayo (Shayo)Shayo (Shayo) shayo (Shayo)",https://api.spotify.com/v1/tracks/2PDgArI0p7UkeYgXWuqpmh,https://genius.com/Burna-boy-last-last-lyrics
Alesso,Words (feat. Zara Larsson),1bgKMxPQU7JIZEhNsM1vFs,84,,https://api.spotify.com/v1/tracks/1bgKMxPQU7JIZEhNsM1vFs,https://genius.com/Alesso-and-zara-larsson-words-lyrics
ThxSoMch,SPIT IN MY FACE!,1N8TTK1Uoy7UvQNUazfUt5,85,"Spit in my face, my love, it won't phase meSpit in my face, my love, it won't change meSpit in my face, my love, I've gone crazySpit in my face, my love, I've gone mad[Chorus]doing crankBackwoodMine, mine, mine, mine, mineYou crush my heart and say it's nothingYou broke me down, I kept on cuttingI bleed for you and now I'm gushingI bleed for you, but you never cared[Chorus]Show me heroin, I'll shoot it through my motherfuckin' bonesYou broke me down, I kept on cuttingI bleed for you and now I'm gushingI bleed for you, but you never cared[Chorus]",https://api.spotify.com/v1/tracks/1N8TTK1Uoy7UvQNUazfUt5,https://genius.com/Thxsomch-spit-in-my-face-lyrics
Kx5,Escape,6t8oosZU0hFD847n53vinc,56,,https://api.spotify.com/v1/tracks/6t8oosZU0hFD847n53vinc,https://genius.com/Kx5-escape-lyrics
Lizzo,About Damn Time,1PckUlxKqWQs3RlWXVBLw3,86,"AnywayIt's bad bitch o'clock, yeah, it's thick-thirtyIs everybody back up in the buildin'?It's been a minute, tell me how you're healin'Oh, I been so down and under pressure[Chorus]Turn up the music, turn down the lightsTurn up the music, let's celebrate (Alright)In a minute, I'ma need a sentimentalMan or woman to pump me upFeelin' fussy, walkin' in my Balenci-ussiesI'ma need like two shots in my cupWanna get up, wanna get downOh, I been so down and under pressureI'm way too fine to be this stressedTurn up the music, turn down the lightsTurn up the music, let's celebrate (Alright)I'm comin' out tonight, I'm comin' out tonight (Uh-huh)I'm comin' out tonight, I'm comin' out tonight (Woo)I'm comin' out tonight, I'm comin' out tonightOkay (Okay), alright (Alright)It's about damn timeI'm comin' out tonight (Let's go), I'm comin' out tonight (Comin' out tonight)I'm comin' out tonight, I'm comin' out tonight (Woo)I'm comin' out tonight, I'm comin' out tonight (Comin' out tonight)",https://api.spotify.com/v1/tracks/1PckUlxKqWQs3RlWXVBLw3,https://genius.com/Lizzo-about-damn-time-lyrics
Joji,Die For You,26hOm7dTtBi0TdpDGl141t,90,"Almost like we left it all on readCouple feelings never laid to restDidn't know that the party was overBurning photosHad to learn to let goSomebody in another skin (Another skin)I heard that you're happy without meAnd I hope it's true (I hope, I hope it's true)It kills me a little, that's okay'Cause I'd die for youYou know I'd still die for youI couldn't see the forest from the treesBurning photosHad to learn to let goI used to beSomebody in another skin (Another skin)I heard that you're happy without meAnd I hope it's true (I hope, I hope it's true)It kills me a little, that's okay'Cause I'd die for youYou know I'd still die for you",https://api.spotify.com/v1/tracks/26hOm7dTtBi0TdpDGl141t,https://genius.com/Joji-die-for-you-lyrics
d4vd,Romantic Homicide,1xK59OXxi2TAAAbmZK0kBL,94,"In the back of my mindYou diedAnd I didn't even cryNo, not a single tearAnd I'm sick of waiting patientlyFor someone that won't even arriveIn the back of my mindI killed youAnd I didn't even regret itI can't believe I said itBut it's trueI hate you",https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,https://genius.com/D4vd-romantic-homicide-lyrics
Future,WAIT FOR U (feat. Drake & Tems),59nOXPmaKlBfGMDeOVGrIK,89,,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK,https://genius.com/Ovo-sound-radio-ovo-sound-radio-season-4-episode-10-tracklist-lyrics
